TIME,V,I,I,pce
3.99E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.00E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.01E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.02E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.03E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.04E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.05E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.06E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.07E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.08E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.09E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.10E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.11E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.12E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.13E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.14E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.15E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.16E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.17E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.18E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.19E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.20E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.21E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.22E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.23E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.24E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.25E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.26E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.27E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.28E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.29E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.30E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.31E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.32E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.33E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.34E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.35E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.36E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.37E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.38E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.39E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.40E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.41E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.42E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.43E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.44E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.45E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.46E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.47E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.48E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.49E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.50E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.51E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.52E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.53E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.54E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.55E+01,8.70E-01,-1.23E-03,0.00123,18.4500 
4.56E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.57E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.58E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.59E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.60E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.61E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.62E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.63E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.64E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.65E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.66E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.67E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.68E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.69E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.70E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.71E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.72E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.73E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.74E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.75E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.76E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.77E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.78E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.79E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.80E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.81E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.82E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.83E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.84E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.85E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.86E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.87E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.88E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.89E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.90E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.91E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.92E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.93E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.94E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.95E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.96E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.97E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.98E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
4.99E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.00E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.01E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.02E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.03E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.04E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.05E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.06E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.07E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.08E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.09E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.10E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.11E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.12E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.13E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.14E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.15E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.16E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.17E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.18E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.19E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.20E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.21E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.22E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.23E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.24E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.25E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.26E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.27E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.28E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.29E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.30E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.31E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.32E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.33E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.34E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.35E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.36E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.37E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.38E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.39E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.40E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.41E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.42E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.43E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.44E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.45E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.46E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.47E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.48E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.49E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.50E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.51E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.52E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.53E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.54E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.55E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.56E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.57E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.58E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.59E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.60E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.61E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.62E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.63E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.64E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.65E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.66E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.67E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.68E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.69E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.70E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.71E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.72E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.73E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.74E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.75E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.76E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.77E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.78E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.79E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.80E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.81E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.82E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.83E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.84E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.85E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.86E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.87E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.88E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.89E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.90E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.91E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.92E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.93E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.94E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.95E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.96E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.97E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.98E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
5.99E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.00E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.01E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.02E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.03E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.04E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.05E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.06E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.07E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.08E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.09E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.10E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.11E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.12E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.13E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.14E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.15E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.16E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.17E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.18E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.19E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.20E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.21E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.22E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.23E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.24E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.25E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.26E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.27E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.28E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.29E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.30E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.31E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.32E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.33E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.34E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.35E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.36E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.37E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.38E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.39E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.40E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.41E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.42E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.43E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.44E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.45E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.46E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.47E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.48E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.49E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.50E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.51E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.52E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.53E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.54E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.55E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.56E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.57E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.58E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.59E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.60E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.61E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.62E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.63E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.64E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.65E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.66E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
6.67E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.68E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.69E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.70E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.71E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
6.72E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.73E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.74E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
6.75E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
6.76E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
6.77E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.78E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.79E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.80E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.81E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.82E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.83E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.84E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.85E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.86E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.87E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.88E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.89E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.90E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.91E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.92E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.93E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.94E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.95E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.96E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
6.97E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
6.98E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
6.99E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.00E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.01E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.02E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.03E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.04E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.05E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.06E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.07E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.08E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.09E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.10E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.11E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.12E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.13E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.14E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.15E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.16E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.17E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.18E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.19E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.20E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.21E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.22E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.23E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.24E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.25E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.26E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.27E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.28E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.29E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.30E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.31E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.32E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.33E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.34E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.35E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.36E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.37E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.38E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.39E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.40E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.41E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.42E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.43E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.44E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.45E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.46E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.47E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.48E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.49E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.50E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.51E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.52E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.53E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.54E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.55E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.56E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.57E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.58E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.59E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.60E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.61E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.62E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.63E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.64E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.65E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.66E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.67E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.68E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.69E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.70E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.71E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.72E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.73E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.74E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.75E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.76E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.77E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.78E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.79E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.80E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.81E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.82E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.83E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.84E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.85E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.86E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.87E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.88E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.89E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.90E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.91E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.92E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.93E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.94E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.95E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.96E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
7.97E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
