TIME,V,I,I,pce
7.98E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
7.99E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.00E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.01E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.02E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.03E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.04E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.05E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.06E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.07E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.08E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.09E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.10E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.11E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.12E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.13E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.14E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.15E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.16E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.17E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.18E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.19E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.20E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.21E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.22E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.23E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.24E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.25E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.26E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.27E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.28E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.29E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.30E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.31E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.32E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.33E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.34E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.35E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.36E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.37E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.38E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.39E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.40E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.41E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.42E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.43E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.44E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.45E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.46E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.47E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.48E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.49E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.50E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.51E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.52E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.53E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.54E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.55E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.56E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.57E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.58E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.59E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.60E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.61E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.62E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.63E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.64E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.65E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.66E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.67E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.68E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.69E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.70E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.71E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.72E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.73E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.74E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.75E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.76E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.77E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.78E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.79E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.80E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.81E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.82E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.83E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.84E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.85E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.86E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.87E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.88E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.89E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.90E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.91E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
8.92E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.93E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.94E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.95E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.96E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.97E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.98E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
8.99E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.00E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.01E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.02E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.03E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.04E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.05E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.06E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.07E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.08E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.09E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.10E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.11E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.12E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.13E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.14E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.15E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.16E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.17E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.18E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.19E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.20E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.21E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.22E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.23E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.24E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.25E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.26E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.27E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.28E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.29E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.30E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.31E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.32E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.33E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.34E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.35E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.36E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.37E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.38E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.39E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.40E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.41E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.42E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.43E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.44E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.45E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.46E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.47E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.48E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.49E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.50E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.51E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.52E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.53E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.54E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.55E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.56E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.57E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.58E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.59E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.60E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.61E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.62E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.63E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.64E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.65E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.66E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.67E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.68E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.69E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.70E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.71E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.72E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.73E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.74E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.75E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.76E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.77E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.78E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.79E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.80E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.81E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.82E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.83E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.84E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.85E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.86E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.87E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.88E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.89E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.90E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.91E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.92E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.93E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.94E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.95E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.96E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.97E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
9.98E+01,8.70E-01,-1.24E-03,0.00124,18.6000 
9.99E+01,8.70E-01,-1.25E-03,0.00125,18.7500 
1.00E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.00E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.00E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.00E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.00E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.01E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.02E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.03E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.04E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.05E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.06E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.06E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.06E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.06E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.06E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.06E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.06E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.06E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.06E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.06E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.07E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.07E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.07E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.07E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.07E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.07E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.07E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.07E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.07E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.07E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.08E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.09E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.10E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.10E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.10E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.10E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.10E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.10E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.10E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.10E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.10E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.10E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.24E-03,0.00124,18.6000 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.11E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.12E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.13E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.14E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.15E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.16E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.17E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.18E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.19E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.20E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
1.20E+02,8.70E-01,-1.25E-03,0.00125,18.7500 
